Id,SalePrice
1553,149351.30239806068
1554,121979.0714159561
1555,163101.79174564136
1556,55117.125519489186
1557,136622.47657327593
1558,104700.12018373705
1559,57664.74595631346
1560,121596.42091159133
1561,149405.09390891896
1562,129082.99902916001
1563,131323.720880491
1564,161515.1752131369
1565,156489.80987412878
1566,227866.27334069266
1567,75054.54270951677
1568,222924.46192362814
1569,134602.8060854705
1570,130799.5403003291
1571,88255.61716209813
1572,152643.2383719162
1573,268306.7037279844
1574,139261.74279986066
1575,231510.81043179618
1576,229295.49093177327
1577,180895.0773706337
1578,157620.09916007874
1579,148364.5113514328
1580,190279.0411892922
1581,154464.18450309482
1582,133212.67555952814
1583,281107.5401303111
1584,221282.53550435687
1585,134045.5494960661
1586,72170.62856579233
1587,111186.8426857391
1588,156807.5044508149
1589,108029.43246786244
1590,123695.64818102124
1591,87232.74717869348
1592,133109.6028322887
1593,126674.93444521722
1594,-1.0380263207035539e+18
1595,116260.70265846638
1596,228098.9272833536
1597,210561.95837528972
1598,211754.2040030112
1599,185740.3128466487
1600,165392.741626497
1601,53340.6597754798
1602,125303.44072631594
1603,48581.329644679005
1604,275382.87582356215
1605,224328.08548416194
1606,150727.4303347551
1607,167189.20250666304
1608,199749.3287931836
1609,190397.5127977899
1610,153314.97960158263
1611,125301.43406881171
1612,186636.08587682963
1613,166242.61639547162
1614,136331.96465708307
1615,91434.53276435184
1616,67537.04810629573
1617,85044.46822744474
1618,135174.46572015027
1619,142114.43988115294
1620,187492.9040572743
1621,131638.55400497082
1622,149034.41429951845
1623,254250.56624021917
1624,199749.90330902708
1625,116237.80813539066
1626,167840.73705880262
1627,193390.07677047516
1628,276701.67444548896
1629,177378.20149145374
1630,370635.6806508908
1631,255160.52636372665
1632,249690.46466355096
1633,172985.68371214
1634,184239.69530461775
1635,170463.52759530427
1636,146417.49360541956
1637,200341.35885453832
1638,176382.03828758537
1639,182151.50564025296
1640,236241.2489734387
1641,185639.81287202772
1642,255168.88283599768
1643,216237.8050212849
1644,240247.95740079225
1645,209521.82897513878
1646,155044.9493130556
1647,157206.90801686753
1648,126127.20205544002
1649,127106.19897753387
1650,117753.52034918053
1651,115095.19802886725
1652,97483.69849590675
1653,92889.66250003825
1654,144131.33229098335
1655,121054.20880011871
1656,144144.37007777608
1657,155448.05819391523
1658,147375.55836716143
1659,127349.78963349573
1660,149580.84686747286
1661,434707.4349373067
1662,391859.47379795247
1663,390355.8306568614
1664,522143.75277994503
1665,335072.3012905454
1666,325897.1967358637
1667,380078.4649024605
1668,362442.93735995225
1669,321835.34506398824
1670,366353.0128990138
1671,272579.70498513547
1672,410085.10612991254
1673,290760.1167012828
1674,247066.03283291525
1675,206597.69727622299
1676,210275.37207889365
1677,219204.4523706337
1678,478469.1770808394
1679,391886.5373800731
1680,344841.28287262184
1681,282797.1931265349
1682,322836.78615468077
1683,192024.80855394457
1684,165520.5307247952
1685,172572.86437124983
1686,164097.04949606606
1687,163585.29452323448
1688,181751.75853727228
1689,186388.53611962657
1690,188718.55432104602
1691,176201.39516241298
1692,253311.9284264653
1693,165172.75995550313
1694,182579.8765731458
1695,167632.469741429
1696,257659.53423402476
1697,176164.89071969857
1698,337386.0149121491
1699,328525.4405379414
1700,275394.2206291731
1701,281354.88097167807
1702,233280.05916921428
1703,228001.14512975002
1704,271441.4970788936
1705,245051.04335797357
1706,197903.627779945
1707,232403.05907686986
1708,202383.28408180695
1709,248014.63742083748
1710,221890.3273706337
1711,268032.08471151895
1712,255549.49884573295
1713,284784.8593840725
1714,229363.35239687792
1715,208832.7687398631
1716,184489.7221979461
1717,169301.04291780753
1718,146100.25637360456
1719,224735.95373948978
1720,249504.74670392304
1721,146095.07310087795
1722,110831.50637360454
1723,149735.17914779982
1724,215179.96326455005
1725,242695.93504799018
1726,185278.5842500516
1727,159416.07514946215
1728,153698.36239220502
1729,171887.7692248956
1730,167022.897365339
1731,108854.18464029185
1732,133366.99074766808
1733,118131.08585918663
1734,122274.23181288614
1735,91115.45934859285
1736,96579.85012104575
1737,281676.16746449284
1738,278469.3823662484
1739,249882.46476502216
1740,221377.10700974346
1741,193403.7379518166
1742,179328.8490165592
1743,168838.4740165592
1744,370439.78713874554
1745,221087.48529468055
1746,206603.049408
1747,216630.04557537741
1748,224757.2380870891
1749,132411.32080411952
1750,136655.0436112611
1751,227187.91011494095
1752,116124.64420120898
1753,157109.4279583719
1754,196423.9511368885
1755,173982.22490699356
1756,144020.02721705928
1757,120065.96122450914
1758,144461.31257846905
1759,163132.79406916953
1760,156902.99869911242
1761,155117.4527535973
1762,190154.117774688
1763,179961.1646850973
1764,115993.59253559852
1765,186765.31392409807
1766,194536.4968280025
1767,228306.31614848613
1768,140611.4209100916
1769,160945.5447744699
1770,148912.70308994
1771,125603.27960866326
1772,134272.5396793946
1773,107927.8923560734
1774,155990.96107293898
1775,142127.2684159561
1776,128383.03867468232
1777,111555.48014255193
1778,148629.51957559006
1779,133353.22084543906
1780,160705.6408263152
1781,126691.14769289186
1782,78160.4090552324
1783,140484.961394089
1784,100374.77558618749
1785,143579.88531128317
1786,123332.65701562699
1787,155398.99125236174
1788,56001.35675780306
1789,103141.47295452317
1790,67492.33766897311
1791,197741.20737312606
1792,168768.0452900305
1793,137289.44046192907
1794,160521.83190276302
1795,136602.36670465636
1796,141564.46313693238
1797,120253.85300842307
1798,125979.88732370152
1799,102055.84201366961
1800,128925.92456088518
1801,128388.84427015661
1802,112281.6312356066
1803,161340.68024487037
1804,124049.15634133219
1805,129620.93378702286
1806,125504.29160070466
1807,140134.28257259383
1808,120235.07856543074
1809,133637.00603025893
1810,138711.74654967978
1811,168677.9997955942
1812,108180.2298074445
1813,143143.83078343855
1814,98546.61747011678
1815,46594.123079721554
1816,107423.37155403724
1817,108580.8163249323
1818,172692.84459334606
1819,145511.08335529242
1820,31160.227732950036
1821,110496.39775505496
1822,147333.1706776953
1823,31534.7585823829
1824,133131.47557503206
1825,153854.7300482775
1826,103182.16072804463
1827,109766.80809599522
1828,142512.15272019285
1829,118401.46895565197
1830,149140.5934534822
1831,161123.61901732296
1832,21750.58408836319
1833,149371.26308440353
1834,117311.46454887398
1835,117968.14809598733
1836,139711.2790158775
1837,79015.06484542845
1838,122732.62246300286
1839,112718.83566639741
1840,153446.33175875375
1841,135540.83193199144
1842,71243.97074983947
1843,142730.42052384134
1844,143219.1784556597
1845,148198.65668128253
1846,151143.58963654307
1847,169229.08397269287
1848,38998.38565219738
1849,99032.90220057884
1850,116831.73043022139
1851,147844.10120264208
1852,106604.38633985953
1853,121789.26289092399
1854,169989.1943477497
1855,158917.05669899273
1856,217559.4783974325
1857,123690.66915931445
1858,155757.22227484523
1859,117207.1591587061
1860,141655.69580304984
1861,116073.6591587061
1862,299680.2011453252
1863,288067.7011453252
1864,288091.7011453252
1865,367045.35649592796
1866,345766.84219876205
1867,212929.2037900669
1868,290439.13277679065
1869,208891.06344812302
1870,218847.26391488314
1871,257761.92989987423
1872,173770.98937124983
1873,242537.82031275955
1874,144556.743499409
1875,194094.7521884155
1876,203700.166458723
1877,210082.5942066232
1878,192890.99399738215
1879,142840.0924440889
1880,133213.59068091103
1881,245431.938448123
1882,234975.7676643493
1883,185144.40908180695
1884,204138.65908180695
1885,233219.52687933372
1886,289370.89265955164
1887,219170.830659182
1888,258700.13891488314
1889,168412.80807051214
1890,96991.61551688281
1891,97474.45664690518
1892,104299.04277083211
1893,131111.71782701625
1894,115847.85932118248
1895,140640.43029546976
1896,127532.00277340267
1897,118300.9538897686
1898,101836.51794177039
1899,168471.5342018396
1900,155752.31339873053
1901,197977.90509270926
1902,182068.68142280728
1903,215925.76945756513
1904,165859.31528316048
1905,202208.4813846512
1906,168236.65586295037
1907,236914.71665107773
1908,115528.65360279349
1909,126495.33881237096
1910,121059.88976781873
1911,233020.09930662854
1912,333691.8217978461
1913,157441.55326630737
1914,50158.85320716447
1915,353241.67741961585
1916,63383.2113318723
1917,223519.00527160766
1918,135782.64445748727
1919,150648.82925722847
1920,165464.32394550563
1921,388607.6639476554
1922,345899.2155396224
1923,236374.07870139246
1924,226813.42016628842
1925,208661.05818622344
1926,387330.8237036328
1927,125303.26352691192
1928,171182.3156505422
1929,123437.56575983422
1930,125372.48483916483
1931,125129.31601246851
1932,124871.69103489644
1933,199670.30059074837
1934,190351.7324470735
1935,166195.70576509522
1936,213052.5919819394
1937,175812.1414084497
1938,167229.2556868205
1939,277213.54567234707
1940,200813.32146213154
1941,170880.79952818263
1942,164046.3374180268
1943,235861.05187541622
1944,383737.3839516059
1945,419851.89461593446
1946,143853.96218559844
1947,124333.07482561658
1948,181683.14612458393
1949,238664.55163861837
1950,186270.90051979
1951,242074.6420211799
1952,200671.65607731912
1953,174377.56668239099
1954,185140.82957749988
1955,133564.9861833731
1956,283792.0717151009
1957,162215.30524487037
1958,253722.4692066232
1959,136948.67803011157
1960,96291.19793401657
1961,125287.35447460352
1962,95657.00013169445
1963,108988.3835802176
1964,107520.85681034403
1965,132327.4924716946
1966,144992.40583223474
1967,313829.47736569657
1968,417950.61097871175
1969,401358.26961593446
1970,406826.764310829
1971,447318.31880111765
1972,372739.8351693826
1973,292588.6283034602
1974,343689.8277014453
1975,501596.71857081
1976,280626.4370858098
1977,368649.5727837068
1978,346051.32548532984
1979,324533.39717472484
1980,208199.5773706337
1981,361731.497291439
1982,217096.0955786711
1983,199880.1849974882
1984,174750.10111618548
1985,229958.4018793337
1986,206033.68504799018
1987,212905.32509197918
1988,170022.1946629899
1989,187507.30807051214
1990,206062.50853727228
1991,234295.05608661665
1992,228374.83977811722
1993,162465.69466298987
1994,234833.99359180234
1995,183613.13032261192
1996,282583.18189480493
1997,314968.63159619947
1998,329933.0153374331
1999,307742.99527912715
2000,323260.495098194
2001,289464.3415126203
2002,246673.02092778974
2003,239786.00082835974
2004,281363.2613760595
2005,231991.19001894305
2006,222091.74745584602
2007,244157.08435493798
2008,235061.5338091151
2009,210937.943374357
2010,193445.15425682702
2011,122667.9025602261
2012,178473.91111962657
2013,181606.0942066232
2014,186335.1651303111
2015,218116.38891488314
2016,195961.3937398631
2017,199745.44036507158
2018,98272.12728576083
2019,134076.0877533507
2020,80425.55698711355
2021,96178.42700170961
2022,224144.6556735124
2023,157169.635683174
2024,291491.24032764044
2025,356194.49539410195
2026,167334.98453072805
2027,152192.4226468672
2028,159835.06162411155
2029,176867.87871164017
2030,262141.07177250745
2031,231312.49045414716
2032,258976.5412127794
2033,253295.07040045958
2034,176915.8832256942
2035,241811.21243699256
2036,195110.0990165592
2037,215880.05682817986
2038,326660.1923065396
2039,227607.99992418368
2040,321431.6005409609
2041,323240.22155397735
2042,215010.609945041
2043,178483.06155719465
2044,172233.42725446078
2045,202706.3744666485
2046,156825.83890123264
2047,141364.82474415773
2048,137740.3004592528
2049,138261.1678942494
2050,162477.92497646547
2051,98771.63154864241
2052,112067.7492792499
2053,141069.69541802732
2054,78473.60457485555
2055,176696.12679613935
2056,131729.51596142698
2057,93207.93254244223
2058,211997.58322499762
2059,121033.97298865154
2060,180506.4537086968
2061,174046.27338380922
2062,126114.77064021307
2063,109589.87236731037
2064,135719.80736721528
2065,75273.95613776115
2066,171517.3908693006
2067,105507.60858031282
2068,157123.68992730795
2069,93473.30300015725
2070,114519.46319724825
2071,103013.90887668621
2072,140076.1965492194
2073,118503.65362882224
2074,181696.4778050212
2075,173588.04295443962
2076,122194.04330808955
2077,163125.1532542132
2078,132877.33055048273
2079,128997.07417945369
2080,124845.43009702605
2081,132421.10702604702
2082,139967.9950506815
2083,158025.18007903956
2084,108155.36698088693
2085,116490.64938819071
2086,112285.65691325234
2087,118356.05865764464
2088,104879.99269488912
2089,75887.9571728041
2090,113378.12693098446
2091,105716.57158708482
2092,126813.06972503636
2093,158236.44358224203
2094,116893.89547258677
2095,173194.36126444227
2096,81547.51912062617
2097,91338.79621547277
2098,165860.0036053449
2099,37966.82127535372
2100,57284.182203157936
2101,113024.16699658803
2102,119746.01379254184
2103,104583.69053526383
2104,131545.29210866557
2105,135892.7545734464
2106,55152.77717765438
2107,192161.11614564442
2108,123961.08985439216
2109,119354.31276142647
2110,128140.12098891984
2111,146234.4454590245
2112,147277.1000782621
2113,120471.9141822166
2114,115176.80096546635
2115,174856.4641575866
2116,118367.85502343581
2117,158610.33958030603
2118,125683.02109475312
2119,121008.28807824632
2120,93416.86688111759
2121,-1.0380263207035898e+18
2122,122275.7358344596
2123,78663.86763031487
2124,171314.19502624872
2125,124673.20112937965
2126,156055.71139408904
2127,163930.93396032747
2128,135228.2392627763
2129,55515.92693150745
2130,145034.35524985575
2131,122614.99497066883
2132,113857.92256317547
2133,132083.85541908463
2134,121286.9294736151
2135,101971.66431096516
2136,77475.63295336833
2137,112831.77625638006
2138,127821.918663808
2139,135791.41053164224
2140,140518.71396709935
2141,168588.8904661277
2142,128244.77924917263
2143,162210.9132071602
2144,142005.88818235137
2145,142546.19425144506
2146,191232.4399250988
2147,138558.2653808939
2148,114817.83116357935
2149,127494.82858608791
2150,232880.09591367055
2151,129802.25572428943
2152,203077.5473899354
2153,181760.2641924375
2154,106943.07865604333
2155,138446.59581710165
2156,276389.5520730121
2157,234690.3809716781
2158,242417.60958123006
2159,226315.4552126168
2160,185638.4117864951
2161,226051.6374208375
2162,381564.30487375625
2163,359559.2199540273
2164,242475.16081491398
2165,208757.52639896824
2166,160225.7891696669
2167,229421.1126870165
2168,198053.59059548893
2169,193710.93566325988
2170,215653.6437398631
2171,157000.01448799137
2172,135498.18622483578
2173,188581.2347401469
2174,222951.95038993406
2175,265767.6754933321
2176,310843.4111546808
2177,241337.27248932922
2178,212162.84600112587
2179,129094.56066325991
2180,231055.98427101327
2181,194166.89473020224
2182,220471.0773706337
2183,189781.68844812302
2184,122740.77993093994
2185,108119.10491266774
2186,157963.21138467506
2187,137273.60993224842
2188,154055.5108075529
2189,321945.2390200958
2190,93017.38997818512
2191,63038.943275146055
2192,80733.62769397249
2193,129462.0457985618
2194,90951.27095338408
2195,106331.18542537394
2196,111796.97544063114
2197,114995.57067586842
2198,167918.3210082656
2199,175012.9397614896
2200,154395.51009201029
2201,155374.79826055802
2202,205781.71474037107
2203,145277.25408710144
2204,199635.64547975134
2205,133495.85086742486
2206,160447.7343345224
2207,222810.85957357739
2208,257563.99615461734
2209,272109.6642097243
2210,128948.62786376296
2211,124788.73034705111
2212,129616.87483046224
2213,102990.12326677967
2214,143749.9377955659
2215,103345.33579136246
2216,171102.8746350274
2217,123643.3894638237
2218,58602.93996891107
2219,38628.03387111329
2220,8506.28037193828
2221,353919.92741961585
2222,309061.59146777156
2223,278885.3227332048
2224,200327.31367160822
2225,113135.10390557912
2226,193477.15313624966
2227,191347.3058478203
2228,280214.92989987426
2229,255300.8277452889
2230,160778.85460158263
2231,217772.77671800338
2232,183978.23211896955
2233,187865.88049500034
2234,246339.02603533008
2235,232694.4958943968
2236,253724.22402930594
2237,311443.0601939631
2238,190587.58797203377
2239,116294.97991870518
2240,150943.71131525305
2241,135413.84501027118
2242,129359.36209755333
2243,126405.89468772651
2244,104475.67745485035
2245,120810.50973641986
2246,135048.30664039042
2247,125817.81551874898
2248,129462.86959506109
2249,114294.13880900161
2250,125582.0655796749
2251,103649.04130904906
2252,200712.28024694466
2253,159228.4454429496
2254,178889.34860408254
2255,192617.6304140464
2256,168393.06915634993
2257,221905.14191508968
2258,146974.86698145838
2259,177544.4923779323
2260,135183.42282189612
2261,217517.92144596588
2262,241041.4268754162
2263,388031.419158082
2264,471966.7382313264
2265,159710.12899498272
2266,329089.5031709381
2267,398787.4972164861
2268,473225.81925560534
2269,149188.14074257496
2270,181804.57642623407
2271,214055.5791137805
2272,177514.17114709938
2273,147247.83030573238
2274,185542.6076396375
2275,164700.6479789147
2276,195560.39506981955
2277,183668.31116455692
2278,153613.36268870055
2279,137960.41447577465
2280,106801.7508163507
2281,145067.59275185852
2282,162932.61095327797
2283,113882.55321639501
2284,125228.91731153737
2285,157599.20403907975
2286,122702.94849590675
2287,394736.6064959279
2288,295034.49450678215
2289,356500.07914116245
2290,447999.2836744224
2291,356094.9635953617
2292,424941.01961593446
2293,469745.5963499009
2294,393470.9967743772
2295,470252.4327137047
2296,290782.4268168609
2297,386513.4699034502
2298,376243.7339127539
2299,353210.4731625317
2300,337431.8569423398
2301,336286.4877181659
2302,261783.18566325988
2303,247491.21920662318
2304,257403.12620531215
2305,215999.67599220594
2306,205680.94727622299
2307,207586.69727622299
2308,227728.97181918626
2309,308187.143575456
2310,213388.69929465407
2311,212270.34736671936
2312,185965.46409077133
2313,167443.1946629899
2314,182541.84180613142
2315,184400.7627977899
2316,202485.47710824403
2317,200317.09541817167
2318,188883.77671800338
2319,189438.23200974346
2320,184866.83826455002
2321,237268.52687933372
2322,203873.6685539929
2323,199820.36057120658
2324,173111.88522132355
2325,214430.18250604984
2326,170561.52391187914
2327,198533.88353727228
2328,220136.54272856825
2329,191882.84099196288
2330,182666.73133390673
2331,341106.0153374331
2332,395067.62836809567
2333,326679.895162413
2334,278851.34937863925
2335,297310.82074588723
2336,325303.8428023873
2337,204745.23870072176
2338,258563.04882553802
2339,213158.1288575358
2340,404044.8077137047
2341,211644.45454208876
2342,228642.63891488314
2343,225773.22497668845
2344,216284.12657456225
2345,220486.77248932922
2346,216469.99745584602
2347,209515.0127977899
2348,252262.9527452889
2349,208335.46409077133
2350,318937.199083481
2351,293598.90863936825
2352,249303.18983800994
2353,257086.5077362379
2354,163958.97011145458
2355,149947.59604654415
2356,143600.88322569424
2357,191270.8595485671
2358,203386.21893719246
2359,123016.56399091001
2360,110552.94098432506
2361,154928.71602183493
2362,268352.4460920158
2363,130154.86580504134
2364,149019.7391328474
2365,204430.93982017093
2366,188825.09166779957
2367,213821.46666779957
2368,223517.84421554836
2369,211136.92337897283
2370,172035.73638899665
2371,168425.7240165592
2372,196395.71342245518
2373,287990.3855981467
2374,310077.71157568
2375,244465.89226845244
2376,294837.84331442375
2377,347255.01239172625
2378,144055.00946741164
2379,224496.35881017425
2380,146581.93716231667
2381,171995.44058719635
2382,197490.46793120884
2383,193746.6967787998
2384,237540.66090042004
2385,149152.54695603426
2386,132222.89400857847
2387,125861.94915652904
2388,104131.45485422105
2389,108142.49099327996
2390,149338.83029336898
2391,148158.36783048802
2392,119466.7928942494
2393,172988.31152267792
2394,148289.12025015522
2395,213842.01014708367
2396,134439.88175516835
2397,215830.68170219095
2398,129264.6369290438
2399,75018.87533492112
2400,56226.00718284736
2401,147956.15751135183
2402,132056.79614060125
2403,147902.31276142647
2404,152419.23670345088
2405,150432.13297798167
2406,142711.5077850089
2407,127977.31026002683
2408,120482.09599514992
2409,107324.7606612498
2410,181487.76354158923
2411,113988.98866467764
2412,162057.3801307135
2413,121077.76219168995
2414,174389.19428424822
2415,136373.50462665333
2416,131988.15608778506
2417,142044.02617698844
2418,140020.3218133552
2419,127450.38876106564
2420,123969.57837594865
2421,175164.1350950517
2422,103313.43444521722
2423,117866.87331637135
2424,136522.12537354897
2425,222546.25539613666
2426,136294.92667683994
2427,133431.03038651592
2428,190854.6322584624
2429,101986.93525227421
2430,131028.79670099803
2431,99754.38546587373
2432,150653.8218395529
2433,152623.83316587986
2434,142182.96060139086
2435,172242.40152467263
2436,113125.70367998182
2437,97871.11488044655
2438,113372.72038141295
2439,88558.62158683805
2440,125016.79957357296
2441,102270.78092781949
2442,95371.37843510085
2443,143411.47392951758
2444,132631.03635499376
2445,74486.38527342088
2446,138173.68093607924
2447,186954.2687081509
2448,131789.31542291143
2449,104169.58988530372
2450,160218.37703201544
2451,110727.95972531331
2452,209717.45781620758
2453,88596.77637768893
2454,119895.54388210626
2455,113753.5573933847
2456,159627.82062213853
2457,150829.1528492765
2458,141445.52292994596
2459,123657.11319638113
2460,141207.36055258158
2461,125957.03389061181
2462,137038.42131270256
2463,124155.26997633587
2464,198630.6644140649
2465,136480.92490754597
2466,109107.78415572117
2467,115763.73512783769
2468,90329.02020423634
2469,94561.07376859298
2470,223419.38697559322
2471,226183.77565454008
2472,190382.52884654264
2473,134028.71844644306
2474,86393.33099282827
2475,213000.53516777727
2476,117978.05739874163
2477,121457.13706080819
2478,157284.44716885875
2479,100085.23726979495
2480,159457.43027063075
2481,125339.71308018811
2482,116590.82031200198
2483,102030.50982856486
2484,122725.90333392384
2485,126741.23701140776
2486,168454.66533689704
2487,191813.19667263507
2488,161191.76673985904
2489,157808.25312325673
2490,138636.1366776759
2491,87967.77648953786
2492,186937.82723176247
2493,146421.03555130443
2494,146701.1075649005
2495,78981.18688146607
2496,222825.27108990267
2497,164039.54632095917
2498,113584.9880946218
2499,86619.50455717937
2500,126688.01013068634
2501,142723.09359083127
2502,152269.8094199432
2503,106625.07134685975
2504,232696.23547077258
2505,229987.07032754307
2506,250549.52671800338
2507,275881.9140109207
2508,246483.86613682046
2509,206777.31066325988
2510,204974.9692066232
2511,174805.65908180695
2512,217361.46533196754
2513,218216.6866613723
2514,322782.9644776719
2515,163715.30448733392
2516,169169.29788312592
2517,154923.65798586933
2518,150341.3012508571
2519,247062.16583139062
2520,221592.92900543756
2521,187362.65908180695
2522,221858.72062917313
2523,116613.68671693603
2524,134150.82393789545
2525,152369.1267779143
2526,158929.8870608082
2527,118680.12721634135
2528,156348.27081696797
2529,46005.0622004871
2530,123078.98847081626
2531,266513.80122847727
2532,223352.1437398631
2533,197345.02012975002
2534,246989.1398195758
2535,282347.5620858098
2536,228365.39157651548
2537,257221.24129815077
2538,187936.5127977899
2539,186108.68844812302
2540,188896.42337897283
2541,175356.34920214463
2542,164974.53611962657
2543,111022.13270203379
2544,120649.56463081518
2545,132249.44039751613
2546,128494.51387777654
2547,138875.7365860692
2548,165906.72286421424
2549,155798.17532144405
2550,706359.5524196159
2551,136202.34883530386
2552,147679.3366051873
2553,71509.53020964292
2554,83183.2177038955
2555,107090.53430723693
2556,93488.24267327096
2557,103610.06960534782
2558,178428.92622865463
2559,164515.7650419129
2560,164991.82521234796
2561,154745.79361966424
2562,170221.7409664117
2563,168192.4695952116
2564,194675.58460139655
2565,155597.4062435889
2566,181139.9775048277
2567,150003.47269882317
2568,220592.19204012476
2569,236722.50848123545
2570,116345.41906668321
2571,207487.94649394223
2572,168048.14373776346
2573,230580.52809110092
2574,298884.07891697297
2575,136980.0796545869
2576,203370.5652816245
2577,160042.00167498965
2578,74569.67114707179
2579,33645.20296517326
2580,98647.52214408957
2581,125355.28672683888
2582,119436.27276348197
2583,292059.0339619857
2584,169907.08724504992
2585,181117.37978780613
2586,219318.5187398631
2587,206832.69449039717
2588,143479.5440523676
2589,145975.83683343735
2590,197878.73909029464
2591,241525.5105229917
2592,220987.92337897283
2593,264609.7578083154
2594,175611.80418989953
2595,212717.0472640888
2596,289111.03935003903
2597,201075.4816908811
2598,280958.92444548896
2599,388941.1044647263
2600,200127.94336757928
2601,123968.49193568739
2602,73936.93491300746
2603,95164.796833113
2604,85834.18342844132
2605,72619.62128655736
2606,131388.7992035607
2607,201810.21136498798
2608,183015.52082555808
2609,154940.13639292424
2610,108993.49874733968
2611,237834.92293776965
2612,150489.90170783817
2613,121041.46391466015
2614,109519.56373056388
2615,156677.17996130086
2616,145539.736344414
2617,210605.863853678
2618,204021.0621244475
2619,210057.8384240454
2620,193928.01197023242
2621,180306.15295911525
2622,183017.5163666375
2623,236808.02012975002
2624,281856.65321204904
2625,305327.7655866778
2626,172456.46308393148
2627,183436.49347809175
2628,479207.8168206374
2629,506410.06285904447
2630,383657.74992117425
2631,471863.3896645844
2632,422382.5083036216
2633,321538.6625267287
2634,434400.9599376834
2635,140621.56415253493
2636,168504.94612948468
2637,190095.9061754554
2638,269237.0864958535
2639,186688.57159239432
2640,153577.89104643505
2641,95023.8370332781
2642,169794.02011191097
2643,107665.61836100955
2644,103603.66265087109
2645,110408.74654458047
2646,94801.92821639503
2647,109253.33194442987
2648,152247.3002514239
2649,149226.5166660428
2650,138231.39021415092
2651,135640.27762336735
2652,390354.3086108661
2653,262740.18983800994
2654,279722.16818826285
2655,423471.26961593446
2656,332203.49760572455
2657,376957.75306150416
2658,341056.1403530271
2659,328994.2938548904
2660,363365.08375254273
2661,378459.2471065251
2662,397322.9854067995
2663,274701.42345551244
2664,299368.518575456
2665,334147.3866985658
2666,297779.7427090348
2667,179792.42337897283
2668,183840.42337897283
2669,194362.71808723276
2670,272584.1569615152
2671,189969.92337897283
2672,198035.90321204902
2673,205447.51533743305
2674,198273.09562917313
2675,188939.03975394965
2676,189734.86437124983
2677,208087.45177047516
2678,237771.4529181276
2679,282660.6196417791
2680,292464.26491214917
2681,413586.33109835663
2682,317746.5342579255
2683,487189.9165165109
2684,327812.3774599888
2685,347654.1652288325
2686,247824.75240275887
2687,300328.96921554836
2688,215761.62384573297
2689,215043.24745584602
2690,390656.47379795247
2691,201638.15908180695
2692,156959.967885384
2693,211446.38297280995
2694,138047.36008958748
2695,199118.89512975002
2696,184593.2345485671
2697,198832.39049253977
2698,197507.75735363562
2699,164533.30573006783
2700,139712.80573006783
2701,127539.25090724109
2702,82194.47156151326
2703,99393.57536394373
2704,146965.9497507492
2705,109648.71822744474
2706,78491.11027650662
2707,94496.88580810846
2708,144338.09322744474
2709,113958.9683364233
2710,135662.72570298266
2711,340040.0986043389
2712,418356.6029433653
2713,161764.37487267194
2714,142819.56298881106
2715,180581.3490165592
2716,129629.90908180695
2717,198321.81325894932
2718,213913.0708468618
2719,148456.93345845558
2720,164253.84861505305
2721,125833.7170462641
2722,156821.96498474898
2723,134793.5371838977
2724,123727.7928348316
2725,122799.85995625478
2726,150674.21350446463
2727,179697.2573111468
2728,172120.6737963866
2729,145236.7197028591
2730,150016.33653007465
2731,125978.49788531727
2732,144853.86122243488
2733,161887.95287375437
